sys/id,sys/name,language,model_name,params/learning_rate,params/sample_ratio,params/random_seed,val_f1score,val_accuracy,test_f1score,test_accuracy
SEA-221,SEA-221,English,multilingual_bert_English,2e-05,16.0,2018.0,0.3219964204551027,0.37317468902109246,0.3372035086499577,0.38446969696969696
SEA-220,SEA-220,English,multilingual_bert_English,2e-05,16.0,2022.0,0.4402183045056208,0.7787993510005409,0.448976670960355,0.7835497835497836
SEA-219,SEA-219,English,multilingual_bert_English,2e-05,16.0,2021.0,0.4405446293494705,0.7874526771227691,0.4408472012102874,0.7884199134199135
SEA-218,SEA-218,English,multilingual_bert_English,2e-05,16.0,2020.0,0.4405446293494705,0.7874526771227691,0.4408472012102874,0.7884199134199135
SEA-217,SEA-217,English,multilingual_bert_English,2e-05,16.0,2019.0,0.4904330295018289,0.7376960519199567,0.4798076402141701,0.7378246753246753
SEA-216,SEA-216,English,multilingual_bert_English,2e-05,16.0,2018.0,0.44020587344838025,0.7863710113574905,0.44042392127176383,0.7870670995670995
SEA-275,SEA-275,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2022.0,0.514881942264841,0.5169186465082793,0.5147734492995156,0.5167446885127835
SEA-274,SEA-274,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2021.0,0.5025815761299632,0.5845932325413967,0.49632158055460207,0.5812027367662945
SEA-273,SEA-273,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2020.0,0.5220680973504376,0.5867530597552196,0.5477906815536162,0.6074900972272236
SEA-272,SEA-272,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2019.0,0.5228650928031817,0.5327573794096472,0.5234290878936535,0.5325891249549874
SEA-271,SEA-271,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2018.0,0.5124205190650373,0.5255579553635709,0.5167149208157324,0.5286280158444364
SEA-270,SEA-270,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2022.0,0.5365365365365365,0.5730741540676746,0.5112040835668927,0.5459128555995679
SEA-269,SEA-269,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2021.0,0.541141100054552,0.5932325413966882,0.5438937916711006,0.5970471732084984
SEA-268,SEA-268,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2020.0,0.3674863387978142,0.5809935205183585,0.3674259681093394,0.5808426359380626
SEA-267,SEA-267,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2019.0,0.5575313156300066,0.5579553635709144,0.5631861628455084,0.5635577961829312
SEA-266,SEA-266,Indonesian,multilingual_bert_Indonesian,5e-05,16.0,2018.0,0.4704248366013072,0.47588192944564434,0.47245219558618845,0.47785379906373787
SEA-265,SEA-265,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2022.0,0.4851344352619936,0.48524118070554356,0.48282217818494966,0.4828952106589845
SEA-264,SEA-264,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2021.0,0.503635072772453,0.5651547876169907,0.5095932238618275,0.5747209218581203
SEA-263,SEA-263,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2020.0,0.5142994036163313,0.531317494600432,0.5030768793034002,0.5221462009362622
SEA-262,SEA-262,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2019.0,0.5387966352597049,0.5428365730741541,0.5338464563097601,0.5372704357220022
SEA-261,SEA-261,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2018.0,0.4757106195720893,0.4773218142548596,0.49345674623961683,0.49441843716240547
SEA-260,SEA-260,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2022.0,0.45932269365511874,0.5795536357091433,0.4622883745990588,0.5776017284839755
SEA-259,SEA-259,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2021.0,0.47639320346862396,0.5903527717782577,0.49507520237259317,0.6064097947425279
SEA-258,SEA-258,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2020.0,0.38256075942128437,0.5802735781137509,0.3804241766722939,0.5804825351098307
SEA-257,SEA-257,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2019.0,0.5554863298050158,0.5802735781137509,0.5413901434848065,0.5664386028087864
SEA-256,SEA-256,Indonesian,multilingual_bert_Indonesian,3e-05,16.0,2018.0,0.4599623023360939,0.46004319654427644,0.45403832595397353,0.45444724522866403
SEA-255,SEA-255,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2022.0,0.4004444513134828,0.43700503959683223,0.4048138236272367,0.4375225063017645
SEA-254,SEA-254,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2021.0,0.5037281796869044,0.503959683225342,0.5110565072281761,0.5117032769175369
SEA-253,SEA-253,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2020.0,0.42747111416639316,0.5687544996400288,0.4312736030670675,0.567879006121714
SEA-252,SEA-252,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2019.0,0.5816954879259668,0.5831533477321814,0.5519312545217016,0.5534749729924379
SEA-251,SEA-251,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2018.0,0.4629093253828387,0.462922966162707,0.4828919249761401,0.4828952106589845
SEA-250,SEA-250,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2022.0,0.48289055386537305,0.5687544996400288,0.4792419539592802,0.5613971912135398
SEA-249,SEA-249,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2021.0,0.4311973234045272,0.593952483801296,0.4225296627024951,0.5905653583003241
SEA-248,SEA-248,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2020.0,0.4288282197129763,0.5831533477321814,0.4242255040755155,0.5812027367662945
SEA-247,SEA-247,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2019.0,0.4498073479489186,0.564434845212383,0.45721767128027513,0.5689593086064098
SEA-246,SEA-246,Indonesian,multilingual_bert_Indonesian,2e-05,16.0,2018.0,0.3162281446273977,0.41540676745860333,0.3129801922032603,0.4184371624054735
